sample_id,basalt,carbonate,chloride,iron_oxide,oxalate,oxychlorine,phyllosilicate,silicate,sulfate,sulfide,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2
S0000,0,0,0,0,0,0,0,0,1,0,-0.621491569,0.165280487,0.12529542,-0.784562821,-1.268912546,0.14736088,-0.850239937,-1.674687895,0.228735384,-0.896296889,-1.946433394,0.382535401,-0.941275567,-2.1851416,0.475738837,-0.970290652,-2.127880505,0.412115551,-0.935990942,-1.944109181,-0.084925569,-0.929231533,-1.829806537,0.512155077,-0.925107342,-1.709732349,-0.412486267,-0.888037435,-1.603513861,-0.107994041,-0.848913552,-1.480393727,0.179861639,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0001,0,1,0,0,0,0,0,0,0,0,2.007919102,-3.813076192,-0.893564675,-0.771116405,-1.316064651,-0.368455383,-0.866575291,-1.992730895,0.96720127,-0.895988866,-2.034523709,0.716087009,-0.921325924,-2.049530965,0.411388482,-0.6324625,-0.886539153,-1.24040721,-0.935990942,-1.944109181,-0.084925569,-0.929231533,-1.829806537,0.512155077,-0.925107342,-1.709732349,-0.412486267,-0.888037435,-1.603513861,-0.107994041,-0.848913552,-1.480393727,0.179861639,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0002,0,0,0,0,0,1,0,0,0,0,-0.621491569,0.165280487,0.12529542,-0.757530007,-0.833097432,1.047529346,-0.839253669,-1.120552066,-0.78053161,-0.903255754,-1.798303778,0.098246279,-0.948922344,-2.100286996,0.450479345,-0.948127271,-1.936163629,0.282900195,-0.883937555,-1.538703271,-0.279689577,-0.91940945,-1.768142091,0.47498048,-0.904870493,-1.538528744,-0.31689813,-0.869344286,-1.462967966,-0.03037899,-0.842548932,-1.450853977,0.166058107,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0003,0,1,0,1,0,0,0,0,1,0,-0.621491569,0.165280487,0.12529542,-0.79492496,-1.349837154,-0.085693447,-0.837493379,-1.259506789,-0.268337961,-0.900325428,-1.889602943,0.35999307,-0.935582389,-2.022460529,0.403468658,-0.948015109,-1.995796716,0.337559563,-0.770666978,-1.379840409,-0.030938354,-0.712075237,-1.181100606,-0.869637712,-0.797200854,-1.358346239,0.40774564,-0.86418741,-1.520538673,-0.059267961,-0.810355737,-1.358930424,0.079165342,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0004,0,0,0,1,0,1,1,0,0,0,-0.621491569,0.165280487,0.12529542,-0.782964153,-1.32293396,-0.275281939,-0.785496131,-0.77209993,-0.888278041,-0.83041689,-1.310542892,-0.15536033,-0.835793133,-1.657064115,0.17937734,-0.712470574,-0.93842415,-0.463500195,-0.85905256,-1.778303335,-0.190583195,-0.862155654,-1.730348183,0.491997508,-0.864315883,-1.600367349,-0.393970788,-0.826275844,-1.486334118,-0.060289609,-0.801090948,-1.380110313,0.108132294,-1.528835656,-0.288475866,-0.177578379,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0005,0,0,0,0,1,0,0,0,0,0,-0.621491569,0.165280487,0.12529542,-0.816962497,-1.574024553,-0.381255451,-0.843736225,-1.224171407,-0.577935019,-0.915541181,-2.037191823,0.439604979,-0.947814245,-2.128963394,0.459929949,-0.845179487,-1.668150232,-0.122378238,-0.630479335,-0.947734359,-0.583627028,-0.637900694,-0.954142998,-1.416031213,-0.747346979,-1.232458388,0.776478978,-0.855018137,-1.484331424,-0.01049598,-0.823622512,-1.377642939,0.123995013,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0006,0,0,1,0,0,0,1,0,0,0,-0.621491569,0.165280487,0.12529542,0.92924217,3.802369669,-1.112191233,1.171550566,5.940090632,-0.870739524,1.219651255,5.876015779,-0.608461844,1.459703785,5.431350089,0.965237405,1.634987318,4.514401452,0.506628158,1.234692852,3.995035194,-0.071186315,1.146120098,3.777365069,1.170385284,1.073365432,3.537206616,-1.053133628,0.882736322,3.440855798,-0.898502645,1.226251008,4.942758674,0.798269517,-0.212568778,-0.302330023,-0.143158046,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0007,0,0,0,1,0,1,0,0,0,0,-0.621491569,0.165280487,0.12529542,-0.816536787,-1.627772919,-0.544850654,-0.883334158,-2.091994815,0.843997311,-0.912344771,-2.068178079,0.52457352,-0.915513095,-1.87704016,0.411204372,-0.873430751,-1.476803855,0.047190661,-0.922390707,-1.832796963,-0.05912165,-0.919192848,-1.747640624,0.538874364,-0.915841632,-1.643816441,-0.437153373,-0.871688573,-1.545140668,-0.118676862,-0.835137652,-1.435732466,0.160784792,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
S0008,0,0,0,1,0,0,0,0,0,0,16.00520804,-15.24054802,-10.2749813,-0.236226674,3.689295216,6.996469143,-0.657935526,-0.696071193,1.387657078,-0.7012974,-0.831509542,1.457834938,-0.692709637,-0.687711327,0.582224576,-0.755356679,-1.029702531,0.143648811,-0.935990942,-1.944109181,-0.084925569,-0.929231533,-1.829806537,0.512155077,-0.925107342,-1.709732349,-0.412486267,-0.888037435,-1.603513861,-0.107994041,-0.848913552,-1.480393727,0.179861639,-1.548284808,-0.285460387,-0.171412953,-1.344626166,-0.335589714,-0.096839681,-0.983755414,-0.177356818,-0.178857288,-0.559546412,-0.154980063,-0.039571161,-0.362593579,2.27E-15,1.30E-15
