time,temp,m/z,abundance
0.0,32.303,0.0,4.19194e-10
0.0,32.303,1.0,6.068414e-10
0.0,32.303,2.0,2.086568e-10
0.0,32.303,3.0,3.242452e-10
0.0,32.303,4.0,6.395124e-08
0.0,32.303,5.0,1.877563e-11
0.0,32.303,6.0,7.788565e-13
0.0,32.303,7.0,4.816411e-13
0.0,32.303,8.0,5.116358e-13
0.0,32.303,9.0,2.851725e-13
0.0,32.303,10.0,3.082849e-13
0.0,32.303,11.0,2.598171e-13
0.0,32.303,12.0,3.147626e-13
0.0,32.303,13.0,8.324701e-13
0.0,32.303,14.0,5.198257e-11
0.0,32.303,15.0,1.072305e-12
0.0,32.303,16.0,6.764778e-11
0.0,32.303,17.0,7.429752e-11
0.0,32.303,18.0,3.130899e-10
0.0,32.303,19.0,1.347272e-12
0.0,32.303,20.0,8.13764e-13
0.0,32.303,21.0,1.900657e-13
0.0,32.303,22.0,1.728421e-13
0.0,32.303,23.0,4.037532e-13
0.0,32.303,24.0,2.551778e-13
0.0,32.303,25.0,2.059464e-13
0.0,32.303,26.0,6.76975e-13
0.0,32.303,27.0,4.726691e-12
0.0,32.303,28.0,7.330702e-10
0.0,32.303,29.0,5.784452e-12
0.0,32.303,30.0,1.340358e-12
0.0,32.303,31.0,2.959113e-12
0.0,32.303,32.0,4.438719e-10
0.0,32.303,33.0,8.656228e-13
0.0,32.303,34.0,2.286566e-12
0.0,32.303,35.0,7.469084e-12
0.0,32.303,36.0,1.224329e-11
0.0,32.303,37.0,2.25425e-12
0.0,32.303,38.0,4.371663e-12
0.0,32.303,39.0,2.160268e-13
0.0,32.303,40.0,8.628887e-12
0.0,32.303,41.0,1.799255e-13
0.0,32.303,42.0,2.036363e-13
0.0,32.303,43.0,1.807777e-13
0.0,32.303,44.0,1.284067e-12
0.0,32.303,45.0,1.825132e-13
0.0,32.303,46.0,1.557023e-13
0.0,32.303,47.0,2.126611e-13
0.0,32.303,48.0,2.782591e-13
0.0,32.303,49.0,1.670515e-13
0.0,32.303,50.0,1.774742e-13
0.0,32.303,51.0,1.796478e-13
0.0,32.303,52.0,1.934434e-13
0.0,32.303,53.0,2.034927e-13
0.0,32.303,54.0,1.655912e-13
0.0,32.303,55.0,1.432209e-13
0.0,32.303,56.0,1.451719e-13
0.0,32.303,57.0,1.580148e-13
0.0,32.303,58.0,1.840501e-13
0.0,32.303,59.0,1.241876e-13
0.0,32.303,60.0,1.69237e-13
0.0,32.303,61.0,1.91727e-13
0.0,32.303,62.0,1.87174e-13
0.0,32.303,63.0,1.631591e-13
0.0,32.303,64.0,4.122129e-13
0.0,32.303,65.0,1.442335e-13
0.0,32.303,66.0,1.664363e-13
0.0,32.303,67.0,1.387684e-13
0.0,32.303,68.0,1.687822e-13
0.0,32.303,69.0,1.45373e-13
0.0,32.303,70.0,1.781995e-13
0.0,32.303,71.0,1.680425e-13
0.0,32.303,72.0,2.146671e-13
0.0,32.303,73.0,1.577945e-13
0.0,32.303,74.0,1.674153e-13
0.0,32.303,75.0,1.914111e-13
0.0,32.303,76.0,1.458661e-13
0.0,32.303,77.0,2.095491e-13
0.0,32.303,78.0,1.384093e-13
0.0,32.303,79.0,1.595444e-13
0.0,32.303,80.0,1.676523e-13
0.0,32.303,81.0,1.700892e-13
0.0,32.303,82.0,1.925601e-13
0.0,32.303,83.0,1.410473e-13
0.0,32.303,84.0,2.200915e-13
0.0,32.303,85.0,1.978194e-13
0.0,32.303,86.0,1.624194e-13
0.0,32.303,87.0,1.56296e-13
0.0,32.303,88.0,1.263253e-13
0.0,32.303,89.0,1.666924e-13
0.0,32.303,90.0,1.343901e-13
0.0,32.303,91.0,1.60715e-13
0.0,32.303,92.0,1.850938e-13
0.0,32.303,93.0,1.483748e-13
0.0,32.303,94.0,1.507471e-13
0.0,32.303,95.0,1.411718e-13
0.0,32.303,96.0,2.069327e-13
0.0,32.303,97.0,1.498614e-13
0.0,32.303,98.0,1.790158e-13
0.0,32.303,99.0,1.684998e-13
