time,temp,m/z,abundance
0.0,29.884,0.0,2.148592e-10
0.0,29.884,1.0,3.534977e-10
0.0,29.884,2.0,1.092268e-10
0.0,29.884,3.0,2.137964e-10
0.0,29.884,4.0,1.60858e-07
0.0,29.884,5.0,5.713977e-12
0.0,29.884,6.0,7.652174e-13
0.0,29.884,7.0,4.362184e-13
0.0,29.884,8.0,5.526423e-13
0.0,29.884,9.0,3.256462e-13
0.0,29.884,10.0,3.405307e-13
0.0,29.884,11.0,2.104683e-13
0.0,29.884,12.0,7.874073e-13
0.0,29.884,13.0,4.004238e-13
0.0,29.884,14.0,5.350792e-11
0.0,29.884,15.0,7.36874e-13
0.0,29.884,16.0,1.01691e-10
0.0,29.884,17.0,4.112441e-10
0.0,29.884,18.0,1.577958e-09
0.0,29.884,19.0,4.021804e-12
0.0,29.884,20.0,3.612005e-12
0.0,29.884,21.0,4.204399e-13
0.0,29.884,22.0,3.754273e-13
0.0,29.884,23.0,6.294205e-13
0.0,29.884,24.0,2.511179e-13
0.0,29.884,25.0,2.444535e-13
0.0,29.884,26.0,2.551467e-13
0.0,29.884,27.0,1.524611e-12
0.0,29.884,28.0,6.126416e-10
0.0,29.884,29.0,4.623684e-12
0.0,29.884,30.0,1.940467e-12
0.0,29.884,31.0,1.766699e-12
0.0,29.884,32.0,4.821684e-10
0.0,29.884,33.0,1.033465e-12
0.0,29.884,34.0,2.931416e-12
0.0,29.884,35.0,3.638528e-12
0.0,29.884,36.0,2.510509e-12
0.0,29.884,37.0,7.808184e-13
0.0,29.884,38.0,9.053772e-13
0.0,29.884,39.0,2.820438e-13
0.0,29.884,40.0,5.889636e-12
0.0,29.884,41.0,1.40887e-13
0.0,29.884,42.0,1.439223e-13
0.0,29.884,43.0,1.960288e-13
0.0,29.884,44.0,5.625837e-12
0.0,29.884,45.0,1.81412e-13
0.0,29.884,46.0,1.958755e-13
0.0,29.884,47.0,1.540817e-13
0.0,29.884,48.0,3.043647e-13
0.0,29.884,49.0,1.500385e-13
0.0,29.884,50.0,1.65778e-13
0.0,29.884,51.0,1.371908e-13
0.0,29.884,52.0,1.715638e-13
0.0,29.884,53.0,1.779649e-13
0.0,29.884,54.0,2.784482e-13
0.0,29.884,55.0,1.721527e-13
0.0,29.884,56.0,2.017788e-13
0.0,29.884,57.0,1.754825e-13
0.0,29.884,58.0,1.780391e-13
0.0,29.884,59.0,1.420168e-13
0.0,29.884,60.0,2.128167e-13
0.0,29.884,61.0,2.500311e-13
0.0,29.884,62.0,1.363004e-13
0.0,29.884,63.0,1.41933e-13
0.0,29.884,64.0,3.564418e-13
0.0,29.884,65.0,1.519656e-13
0.0,29.884,66.0,1.58211e-13
0.0,29.884,67.0,1.779338e-13
0.0,29.884,68.0,1.377941e-13
0.0,29.884,69.0,1.566719e-13
0.0,29.884,70.0,1.541487e-13
0.0,29.884,71.0,1.315965e-13
0.0,29.884,72.0,1.578377e-13
0.0,29.884,73.0,1.966057e-13
0.0,29.884,74.0,1.747548e-13
0.0,29.884,75.0,1.242642e-13
0.0,29.884,76.0,1.390006e-13
0.0,29.884,77.0,1.49215e-13
0.0,29.884,78.0,2.639321e-13
0.0,29.884,79.0,1.557742e-13
0.0,29.884,80.0,1.997406e-13
0.0,29.884,81.0,1.504599e-13
0.0,29.884,82.0,1.924955e-13
0.0,29.884,83.0,1.40693e-13
0.0,29.884,84.0,1.626804e-13
0.0,29.884,85.0,1.947289e-13
0.0,29.884,86.0,2.087161e-13
0.0,29.884,87.0,2.159143e-13
0.0,29.884,88.0,1.810147e-13
0.0,29.884,89.0,1.54965e-13
0.0,29.884,90.0,1.927899e-13
0.0,29.884,91.0,1.723897e-13
0.0,29.884,92.0,1.6342e-13
0.0,29.884,93.0,1.71978e-13
0.0,29.884,94.0,1.685261e-13
0.0,29.884,95.0,1.375284e-13
0.0,29.884,96.0,1.646433e-13
0.0,29.884,97.0,1.721407e-13
0.0,29.884,98.0,1.698858e-13
0.0,29.884,99.0,1.816969e-13
5.232,29.932,0.0,2.19508e-10
5.232,29.932,1.0,3.511399e-10
5.232,29.932,2.0,1.039651e-10
5.232,29.932,3.0,2.146126e-10
5.232,29.932,4.0,1.607551e-07
5.232,29.932,5.0,6.060292e-12
5.232,29.932,6.0,7.866418e-13
5.232,29.932,7.0,5.121505e-13
5.232,29.932,8.0,5.563674e-13
5.232,29.932,9.0,3.410923e-13
5.232,29.932,10.0,3.318522e-13
5.232,29.932,11.0,2.902786e-13
5.232,29.932,12.0,7.473446e-13
5.232,29.932,13.0,3.664836e-13
5.232,29.932,14.0,5.34325e-11
5.232,29.932,15.0,1.352908e-12
