time,temp,m/z,abundance
0.0,32.295,0.0,4.19565e-10
0.0,32.295,1.0,6.081962e-10
0.0,32.295,2.0,2.064066e-10
0.0,32.295,3.0,3.170182e-10
0.0,32.295,4.0,5.359026e-08
0.0,32.295,5.0,1.889077e-11
0.0,32.295,6.0,9.10103e-13
0.0,32.295,7.0,4.410729e-13
0.0,32.295,8.0,4.056682e-13
0.0,32.295,9.0,2.989537e-13
0.0,32.295,10.0,2.866183e-13
0.0,32.295,11.0,2.449946e-13
0.0,32.295,12.0,3.930958e-13
0.0,32.295,13.0,5.700284e-13
0.0,32.295,14.0,5.212381e-11
0.0,32.295,15.0,6.878383e-13
0.0,32.295,16.0,4.209343e-11
0.0,32.295,17.0,3.001801e-11
0.0,32.295,18.0,1.207746e-10
0.0,32.295,19.0,1.113447e-12
0.0,32.295,20.0,3.950803e-13
0.0,32.295,21.0,1.429887e-13
0.0,32.295,22.0,1.644853e-13
0.0,32.295,23.0,2.83054e-13
0.0,32.295,24.0,2.144492e-13
0.0,32.295,25.0,1.65924e-13
0.0,32.295,26.0,1.04855e-12
0.0,32.295,27.0,5.566494e-12
0.0,32.295,28.0,7.052754e-10
0.0,32.295,29.0,5.150376e-12
0.0,32.295,30.0,1.154445e-12
0.0,32.295,31.0,2.270312e-12
0.0,32.295,32.0,2.770221e-10
0.0,32.295,33.0,4.578007e-13
0.0,32.295,34.0,1.602769e-12
0.0,32.295,35.0,6.849729e-12
0.0,32.295,36.0,1.160588e-11
0.0,32.295,37.0,2.114139e-12
0.0,32.295,38.0,3.690236e-12
0.0,32.295,39.0,2.717001e-13
0.0,32.295,40.0,7.071086e-12
0.0,32.295,41.0,1.664051e-13
0.0,32.295,42.0,1.755639e-13
0.0,32.295,43.0,1.754179e-13
0.0,32.295,44.0,1.079262e-12
0.0,32.295,45.0,1.360801e-13
0.0,32.295,46.0,1.63882e-13
0.0,32.295,47.0,1.506394e-13
0.0,32.295,48.0,2.136138e-13
0.0,32.295,49.0,1.528058e-13
0.0,32.295,50.0,1.84311e-13
0.0,32.295,51.0,2.467659e-13
0.0,32.295,52.0,1.825491e-13
0.0,32.295,53.0,1.474652e-13
0.0,32.295,54.0,1.347994e-13
0.0,32.295,55.0,1.436446e-13
0.0,32.295,56.0,1.648611e-13
0.0,32.295,57.0,1.533612e-13
0.0,32.295,58.0,1.4713e-13
0.0,32.295,59.0,1.620244e-13
0.0,32.295,60.0,1.802462e-13
0.0,32.295,61.0,1.830015e-13
0.0,32.295,62.0,1.450713e-13
0.0,32.295,63.0,1.462443e-13
0.0,32.295,64.0,2.035238e-13
0.0,32.295,65.0,1.462204e-13
0.0,32.295,66.0,1.790805e-13
0.0,32.295,67.0,1.584504e-13
0.0,32.295,68.0,1.382585e-13
0.0,32.295,69.0,1.42893e-13
0.0,32.295,70.0,2.626945e-13
0.0,32.295,71.0,1.604038e-13
0.0,32.295,72.0,1.993825e-13
0.0,32.295,73.0,2.057717e-13
0.0,32.295,74.0,1.62982e-13
0.0,32.295,75.0,1.531792e-13
0.0,32.295,76.0,1.441258e-13
0.0,32.295,77.0,1.736656e-13
0.0,32.295,78.0,1.44662e-13
0.0,32.295,79.0,1.494066e-13
0.0,32.295,80.0,1.760642e-13
0.0,32.295,81.0,1.763012e-13
