time,temp,m/z,abundance
0.0,29.842,0.0,1.370413e-09
0.0,29.842,1.0,2.121691e-09
0.0,29.842,2.0,8.396913e-10
0.0,29.842,3.0,1.357294e-09
0.0,29.842,4.0,9.869272e-08
0.0,29.842,5.0,1.254402e-10
0.0,29.842,6.0,1.882345e-12
0.0,29.842,7.0,5.414724e-13
0.0,29.842,8.0,6.002138e-13
0.0,29.842,9.0,3.083998e-13
0.0,29.842,10.0,2.774069e-13
0.0,29.842,11.0,3.270263e-13
0.0,29.842,12.0,3.959412e-13
0.0,29.842,13.0,4.265451e-13
0.0,29.842,14.0,2.183925e-11
0.0,29.842,15.0,1.388522e-12
0.0,29.842,16.0,4.877747e-11
0.0,29.842,17.0,2.057962e-10
0.0,29.842,18.0,8.578916e-10
0.0,29.842,19.0,3.203307e-12
0.0,29.842,20.0,2.098412e-12
0.0,29.842,21.0,1.875043e-13
0.0,29.842,22.0,2.230934e-13
0.0,29.842,23.0,1.754083e-13
0.0,29.842,24.0,2.251975e-13
0.0,29.842,25.0,2.686171e-13
0.0,29.842,26.0,5.432972e-13
0.0,29.842,27.0,5.805637e-12
0.0,29.842,28.0,3.899749e-10
0.0,29.842,29.0,3.538778e-12
0.0,29.842,30.0,1.434483e-12
0.0,29.842,31.0,4.391387e-12
0.0,29.842,32.0,3.344692e-10
0.0,29.842,33.0,1.700414e-12
0.0,29.842,34.0,3.506772e-12
0.0,29.842,35.0,4.001959e-13
0.0,29.842,36.0,6.61183e-13
0.0,29.842,37.0,2.68308e-13
0.0,29.842,38.0,3.929356e-13
0.0,29.842,39.0,2.620051e-13
0.0,29.842,40.0,5.324645e-12
0.0,29.842,41.0,1.718272e-13
0.0,29.842,42.0,1.61505e-13
0.0,29.842,43.0,3.555894e-13
0.0,29.842,44.0,4.186811e-12
0.0,29.842,45.0,3.727651e-13
0.0,29.842,46.0,2.263131e-13
0.0,29.842,47.0,2.82288e-13
0.0,29.842,48.0,5.72181e-13
0.0,29.842,49.0,1.687152e-13
0.0,29.842,50.0,2.437736e-13
0.0,29.842,51.0,1.93453e-13
0.0,29.842,52.0,1.641214e-13
0.0,29.842,53.0,1.812708e-13
0.0,29.842,54.0,1.502899e-13
0.0,29.842,55.0,1.576485e-13
0.0,29.842,56.0,1.82044e-13
0.0,29.842,57.0,2.00838e-13
0.0,29.842,58.0,1.6951e-13
0.0,29.842,59.0,1.627593e-13
0.0,29.842,60.0,2.112798e-13
0.0,29.842,61.0,1.914374e-13
0.0,29.842,62.0,1.889215e-13
0.0,29.842,63.0,2.196391e-13
0.0,29.842,64.0,7.752969e-13
0.0,29.842,65.0,2.2768e-13
0.0,29.842,66.0,1.626373e-13
0.0,29.842,67.0,2.142338e-13
0.0,29.842,68.0,1.743455e-13
0.0,29.842,69.0,1.599131e-13
0.0,29.842,70.0,1.933716e-13
0.0,29.842,71.0,1.645427e-13
0.0,29.842,72.0,1.684878e-13
0.0,29.842,73.0,1.802798e-13
0.0,29.842,74.0,1.685213e-13
0.0,29.842,75.0,1.893428e-13
0.0,29.842,76.0,1.671951e-13
0.0,29.842,77.0,1.67602e-13
0.0,29.842,78.0,1.788267e-13
0.0,29.842,79.0,1.430558e-13
0.0,29.842,80.0,1.811344e-13
0.0,29.842,81.0,1.369323e-13
0.0,29.842,82.0,2.053599e-13
0.0,29.842,83.0,2.675227e-13
0.0,29.842,84.0,1.679827e-13
0.0,29.842,85.0,2.006105e-13
0.0,29.842,86.0,1.640592e-13
0.0,29.842,87.0,1.609687e-13
0.0,29.842,88.0,2.11141e-13
0.0,29.842,89.0,1.87253e-13
0.0,29.842,90.0,1.71437e-13
0.0,29.842,91.0,1.75145e-13
0.0,29.842,92.0,1.607485e-13
0.0,29.842,93.0,1.540003e-13
0.0,29.842,94.0,1.981162e-13
0.0,29.842,95.0,2.066909e-13
0.0,29.842,96.0,1.532247e-13
0.0,29.842,97.0,2.218079e-13
0.0,29.842,98.0,1.827813e-13
0.0,29.842,99.0,1.578783e-13
5.187,29.926,0.0,1.375655e-09
5.187,29.926,1.0,2.112858e-09
5.187,29.926,2.0,8.509208e-10
5.187,29.926,3.0,1.372017e-09
5.187,29.926,4.0,9.867837e-08
5.187,29.926,5.0,1.292104e-10
5.187,29.926,6.0,2.415546e-12
5.187,29.926,7.0,5.739627e-13
5.187,29.926,8.0,6.552717e-13
5.187,29.926,9.0,4.338495e-13
5.187,29.926,10.0,2.736941e-13
5.187,29.926,11.0,2.516183e-13
5.187,29.926,12.0,3.768035e-13
5.187,29.926,13.0,6.345145e-13
5.187,29.926,14.0,2.049703e-11
5.187,29.926,15.0,1.027744e-12
5.187,29.926,16.0,4.632715e-11
5.187,29.926,17.0,2.020379e-10
5.187,29.926,18.0,8.560245e-10
5.187,29.926,19.0,3.492769e-12
5.187,29.926,20.0,1.842942e-12
5.187,29.926,21.0,1.700246e-13
5.187,29.926,22.0,1.868891e-13
5.187,29.926,23.0,2.813233e-13
5.187,29.926,24.0,2.420645e-13
5.187,29.926,25.0,2.069733e-13
5.187,29.926,26.0,9.148179e-13
5.187,29.926,27.0,5.230304e-12
5.187,29.926,28.0,3.828101e-10
5.187,29.926,29.0,3.134484e-12
5.187,29.926,30.0,1.477321e-12
5.187,29.926,31.0,5.119901e-12
5.187,29.926,32.0,3.411552e-10
5.187,29.926,33.0,1.350873e-12
5.187,29.926,34.0,3.365656e-12
5.187,29.926,35.0,4.774664e-13
5.187,29.926,36.0,7.113385e-13
5.187,29.926,37.0,3.112245e-13
5.187,29.926,38.0,2.8861e-13
5.187,29.926,39.0,1.969288e-13
5.187,29.926,40.0,4.922769e-12
5.187,29.926,41.0,1.984632e-13
5.187,29.926,42.0,2.214799e-13
5.187,29.926,43.0,2.96287e-13
5.187,29.926,44.0,3.340617e-12
5.187,29.926,45.0,3.033149e-13
5.187,29.926,46.0,1.859029e-13
5.187,29.926,47.0,2.91454e-13
5.187,29.926,48.0,7.807524e-13
5.187,29.926,49.0,1.613135e-13
5.187,29.926,50.0,2.611217e-13
5.187,29.926,51.0,2.268062e-13
5.187,29.926,52.0,1.731581e-13
5.187,29.926,53.0,1.9803e-13
5.187,29.926,54.0,1.540769e-13
5.187,29.926,55.0,1.607102e-13
5.187,29.926,56.0,1.64538e-13
5.187,29.926,57.0,1.613661e-13
5.187,29.926,58.0,1.868412e-13
5.187,29.926,59.0,1.683849e-13
5.187,29.926,60.0,1.784868e-13
5.187,29.926,61.0,2.367765e-13
5.187,29.926,62.0,1.464286e-13
5.187,29.926,63.0,2.746732e-13
5.187,29.926,64.0,7.954364e-13
5.187,29.926,65.0,1.658114e-13
5.187,29.926,66.0,2.367119e-13
5.187,29.926,67.0,1.762246e-13
5.187,29.926,68.0,2.094749e-13
5.187,29.926,69.0,1.725309e-13
5.187,29.926,70.0,1.752623e-13
5.187,29.926,71.0,1.738811e-13
5.187,29.926,72.0,1.680736e-13
5.187,29.926,73.0,1.55348e-13
5.187,29.926,74.0,1.83363e-13
5.187,29.926,75.0,1.513288e-13
5.187,29.926,76.0,1.732778e-13
5.187,29.926,77.0,1.46297e-13
5.187,29.926,78.0,1.949587e-13
5.187,29.926,79.0,1.883063e-13
5.187,29.926,80.0,1.629628e-13
5.187,29.926,81.0,2.198474e-13
5.187,29.926,82.0,1.594319e-13
5.187,29.926,83.0,1.530548e-13
5.187,29.926,84.0,1.597527e-13
5.187,29.926,85.0,1.516448e-13
5.187,29.926,86.0,1.604038e-13
5.187,29.926,87.0,1.992126e-13
5.187,29.926,88.0,1.647893e-13
5.187,29.926,89.0,1.567915e-13
5.187,29.926,90.0,1.970102e-13
5.187,29.926,91.0,1.739289e-13
5.187,29.926,92.0,1.589508e-13
5.187,29.926,93.0,1.671305e-13
5.187,29.926,94.0,1.643895e-13
5.187,29.926,95.0,2.176881e-13
5.187,29.926,96.0,1.684519e-13
5.187,29.926,97.0,1.603919e-13
5.187,29.926,98.0,1.839735e-13
5.187,29.926,99.0,1.630801e-13
10.4,30.143,0.0,1.377139e-09
10.4,30.143,1.0,2.126384e-09
10.4,30.143,2.0,8.494486e-10
10.4,30.143,3.0,1.372878e-09
10.4,30.143,4.0,9.889861e-08
10.4,30.143,5.0,1.268477e-10
10.4,30.143,6.0,2.142889e-12
10.4,30.143,7.0,6.94236e-13
10.4,30.143,8.0,1.026018e-12
10.4,30.143,9.0,2.975581e-13
10.4,30.143,10.0,2.867357e-13
10.4,30.143,11.0,2.579485e-13
10.4,30.143,12.0,4.095213e-13
10.4,30.143,13.0,5.027441e-13
10.4,30.143,14.0,2.190077e-11
10.4,30.143,15.0,1.533121e-12
10.4,30.143,16.0,4.872384e-11
10.4,30.143,17.0,2.031534e-10
10.4,30.143,18.0,8.540112e-10
10.4,30.143,19.0,3.755204e-12
10.4,30.143,20.0,1.798728e-12
10.4,30.143,21.0,2.183153e-13
10.4,30.143,22.0,1.926678e-13
10.4,30.143,23.0,1.831571e-13
10.4,30.143,24.0,1.70209e-13
10.4,30.143,25.0,2.23316e-13
10.4,30.143,26.0,6.200847e-13
10.4,30.143,27.0,5.677104e-12
10.4,30.143,28.0,3.867911e-10
10.4,30.143,29.0,3.349043e-12
10.4,30.143,30.0,1.579669e-12
10.4,30.143,31.0,4.510289e-12
10.4,30.143,32.0,3.316661e-10
10.4,30.143,33.0,1.049338e-12
10.4,30.143,34.0,3.307654e-12
10.4,30.143,35.0,5.398522e-13
10.4,30.143,36.0,9.160737e-13
10.4,30.143,37.0,3.750966e-13
10.4,30.143,38.0,3.920545e-13
10.4,30.143,39.0,3.58718e-13
10.4,30.143,40.0,4.348394e-12
10.4,30.143,41.0,2.069254e-13
10.4,30.143,42.0,2.259133e-13
10.4,30.143,43.0,2.347226e-13
10.4,30.143,44.0,2.937089e-12
10.4,30.143,45.0,1.918556e-13
10.4,30.143,46.0,1.708697e-13
10.4,30.143,47.0,2.135469e-13
10.4,30.143,48.0,7.122285e-13
10.4,30.143,49.0,1.570931e-13
10.4,30.143,50.0,2.604898e-13
10.4,30.143,51.0,1.755352e-13
10.4,30.143,52.0,1.667115e-13
10.4,30.143,53.0,2.00328e-13
10.4,30.143,54.0,2.285752e-13
10.4,30.143,55.0,1.587281e-13
10.4,30.143,56.0,2.036459e-13
10.4,30.143,57.0,1.668791e-13
10.4,30.143,58.0,1.74434e-13
10.4,30.143,59.0,1.599658e-13
10.4,30.143,60.0,1.519919e-13
10.4,30.143,61.0,2.057405e-13
10.4,30.143,62.0,2.503255e-13
10.4,30.143,63.0,1.632668e-13
10.4,30.143,64.0,1.295972e-12
10.4,30.143,65.0,1.427398e-13
10.4,30.143,66.0,1.795401e-13
10.4,30.143,67.0,1.795209e-13
10.4,30.143,68.0,1.689785e-13
10.4,30.143,69.0,1.783408e-13
10.4,30.143,70.0,1.462683e-13
10.4,30.143,71.0,1.788865e-13
10.4,30.143,72.0,1.749822e-13
10.4,30.143,73.0,1.645691e-13
10.4,30.143,74.0,1.67006e-13
10.4,30.143,75.0,1.668241e-13
10.4,30.143,76.0,1.686434e-13
10.4,30.143,77.0,1.812397e-13
10.4,30.143,78.0,1.404943e-13
10.4,30.143,79.0,1.96699e-13
10.4,30.143,80.0,1.46443e-13
10.4,30.143,81.0,1.772492e-13
10.4,30.143,82.0,2.147437e-13
10.4,30.143,83.0,1.803156e-13
10.4,30.143,84.0,1.649377e-13
10.4,30.143,85.0,1.69091e-13
10.4,30.143,86.0,1.558029e-13
10.4,30.143,87.0,1.74391e-13
10.4,30.143,88.0,1.724424e-13
10.4,30.143,89.0,1.796694e-13
10.4,30.143,90.0,1.98741e-13
10.4,30.143,91.0,1.62125e-13
10.4,30.143,92.0,1.380263e-13
10.4,30.143,93.0,1.630969e-13
10.4,30.143,94.0,1.897282e-13
10.4,30.143,95.0,1.510655e-13
10.4,30.143,96.0,2.010725e-13
10.4,30.143,97.0,1.586252e-13
10.4,30.143,98.0,1.605067e-13
10.4,30.143,99.0,1.728374e-13
15.622,30.576,0.0,1.37137e-09
15.622,30.576,1.0,2.125569e-09
15.622,30.576,2.0,8.38647e-10
15.622,30.576,3.0,1.380203e-09
15.622,30.576,4.0,9.885073e-08
15.622,30.576,5.0,1.320184e-10
15.622,30.576,6.0,2.33947e-12
15.622,30.576,7.0,5.915109e-13
15.622,30.576,8.0,4.837462e-13
15.622,30.576,9.0,3.416621e-13
15.622,30.576,10.0,2.78793e-13
15.622,30.576,11.0,3.096517e-13
15.622,30.576,12.0,4.719065e-13
15.622,30.576,13.0,8.101963e-13
15.622,30.576,14.0,2.231203e-11
15.622,30.576,15.0,1.50045e-12
15.622,30.576,16.0,4.795639e-11
15.622,30.576,17.0,2.026555e-10
15.622,30.576,18.0,8.528479e-10
15.622,30.576,19.0,3.590796e-12
15.622,30.576,20.0,2.306579e-12
15.622,30.576,21.0,2.003927e-13
15.622,30.576,22.0,1.852852e-13
15.622,30.576,23.0,2.088923e-13
15.622,30.576,24.0,1.678247e-13
15.622,30.576,25.0,2.823981e-13
15.622,30.576,26.0,8.642995e-13
15.622,30.576,27.0,4.028459e-12
15.622,30.576,28.0,3.871334e-10
15.622,30.576,29.0,3.316248e-12
15.622,30.576,30.0,1.899293e-12
15.622,30.576,31.0,4.364767e-12
15.622,30.576,32.0,3.357786e-10
15.622,30.576,33.0,1.729005e-12
15.622,30.576,34.0,2.74216e-12
15.622,30.576,35.0,5.125622e-13
15.622,30.576,36.0,7.961024e-13
15.622,30.576,37.0,3.558674e-13
15.622,30.576,38.0,2.530761e-13
15.622,30.576,39.0,3.071239e-13
15.622,30.576,40.0,4.643242e-12
15.622,30.576,41.0,2.028081e-13
15.622,30.576,42.0,3.107984e-13
15.622,30.576,43.0,2.61938e-13
