time,temp,m/z,abundance
0.0,29.861,0.0,9.303972e-11
0.0,29.861,1.0,1.482414e-10
0.0,29.861,2.0,4.298202e-11
0.0,29.861,3.0,9.06746e-11
0.0,29.861,4.0,1.033248e-07
0.0,29.861,5.0,3.625267e-12
0.0,29.861,6.0,8.049012e-13
0.0,29.861,7.0,6.135647e-13
0.0,29.861,8.0,5.23581e-13
0.0,29.861,9.0,3.859119e-13
0.0,29.861,10.0,3.492577e-13
0.0,29.861,11.0,2.986809e-13
0.0,29.861,12.0,4.773541e-13
0.0,29.861,13.0,4.473669e-13
0.0,29.861,14.0,4.356491e-11
0.0,29.861,15.0,5.782199e-13
0.0,29.861,16.0,6.440606e-11
0.0,29.861,17.0,9.045198e-11
0.0,29.861,18.0,3.575673e-10
0.0,29.861,19.0,1.456578e-12
0.0,29.861,20.0,1.196274e-12
0.0,29.861,21.0,2.210442e-13
0.0,29.861,22.0,2.618733e-13
0.0,29.861,23.0,4.718959e-13
0.0,29.861,24.0,3.016971e-13
0.0,29.861,25.0,2.830994e-13
0.0,29.861,26.0,4.026999e-13
0.0,29.861,27.0,9.638879e-13
0.0,29.861,28.0,4.383661e-10
0.0,29.861,29.0,3.105974e-12
0.0,29.861,30.0,1.151088e-12
0.0,29.861,31.0,1.177436e-12
0.0,29.861,32.0,3.321472e-10
0.0,29.861,33.0,1.368129e-12
0.0,29.861,34.0,2.736032e-12
0.0,29.861,35.0,3.145065e-12
0.0,29.861,36.0,6.669401e-12
0.0,29.861,37.0,1.131145e-12
0.0,29.861,38.0,2.304712e-12
0.0,29.861,39.0,2.923205e-13
0.0,29.861,40.0,4.738109e-12
0.0,29.861,41.0,2.050751e-13
0.0,29.861,42.0,2.963828e-13
0.0,29.861,43.0,2.427874e-13
0.0,29.861,44.0,1.40626e-12
0.0,29.861,45.0,2.803897e-13
0.0,29.861,46.0,2.794202e-13
0.0,29.861,47.0,2.886507e-13
0.0,29.861,48.0,1.323778e-12
