time,temp,m/z,abundance
0.0,32.3,0.0,1.244354e-09
0.0,32.3,1.0,1.921112e-09
0.0,32.3,2.0,7.224943e-10
0.0,32.3,3.0,1.089138e-09
0.0,32.3,4.0,1.624404e-07
0.0,32.3,5.0,6.396152e-11
0.0,32.3,6.0,1.090979e-12
0.0,32.3,7.0,5.736167e-13
0.0,32.3,8.0,5.68997e-13
0.0,32.3,9.0,3.485323e-13
0.0,32.3,10.0,2.888566e-13
0.0,32.3,11.0,3.20534e-13
0.0,32.3,12.0,8.909529e-13
0.0,32.3,13.0,1.499452e-12
0.0,32.3,14.0,1.103902e-10
0.0,32.3,15.0,2.888327e-12
0.0,32.3,16.0,1.981934e-10
0.0,32.3,17.0,3.236874e-10
0.0,32.3,18.0,1.299747e-09
0.0,32.3,19.0,4.226453e-12
0.0,32.3,20.0,2.939196e-12
0.0,32.3,21.0,3.885308e-13
0.0,32.3,22.0,3.438716e-13
0.0,32.3,23.0,4.507871e-13
0.0,32.3,24.0,3.765018e-13
0.0,32.3,25.0,3.598049e-13
0.0,32.3,26.0,1.786927e-12
0.0,32.3,27.0,1.57506e-11
0.0,32.3,28.0,1.574367e-09
0.0,32.3,29.0,1.168228e-11
0.0,32.3,30.0,4.398568e-12
0.0,32.3,31.0,1.349673e-11
0.0,32.3,32.0,1.2946e-09
0.0,32.3,33.0,3.083065e-12
0.0,32.3,34.0,6.611734e-12
0.0,32.3,35.0,3.596205e-12
0.0,32.3,36.0,4.529152e-12
0.0,32.3,37.0,1.741168e-12
0.0,32.3,38.0,1.886198e-12
0.0,32.3,39.0,5.540897e-13
0.0,32.3,40.0,1.757608e-11
0.0,32.3,41.0,2.181238e-13
0.0,32.3,42.0,2.005172e-13
0.0,32.3,43.0,2.205296e-13
0.0,32.3,44.0,3.359911e-12
0.0,32.3,45.0,1.977212e-13
0.0,32.3,46.0,2.044909e-13
0.0,32.3,47.0,1.897905e-13
0.0,32.3,48.0,3.686294e-13
0.0,32.3,49.0,1.859723e-13
0.0,32.3,50.0,2.026214e-13
0.0,32.3,51.0,1.666445e-13
0.0,32.3,52.0,1.545988e-13
0.0,32.3,53.0,2.066765e-13
0.0,32.3,54.0,1.485712e-13
0.0,32.3,55.0,1.372124e-13
0.0,32.3,56.0,1.996171e-13
0.0,32.3,57.0,1.858741e-13
0.0,32.3,58.0,1.640424e-13
0.0,32.3,59.0,1.39453e-13
0.0,32.3,60.0,1.667044e-13
0.0,32.3,61.0,1.570285e-13
0.0,32.3,62.0,2.273137e-13
0.0,32.3,63.0,1.840716e-13
0.0,32.3,64.0,3.911066e-13
0.0,32.3,65.0,1.721599e-13
0.0,32.3,66.0,1.378492e-13
0.0,32.3,67.0,1.978121e-13
0.0,32.3,68.0,1.731342e-13
0.0,32.3,69.0,1.567293e-13
0.0,32.3,70.0,2.074019e-13
0.0,32.3,71.0,1.851871e-13
0.0,32.3,72.0,2.412721e-13
0.0,32.3,73.0,1.859076e-13
0.0,32.3,74.0,2.061977e-13
0.0,32.3,75.0,1.645547e-13
0.0,32.3,76.0,1.801361e-13
0.0,32.3,77.0,1.615887e-13
0.0,32.3,78.0,1.741277e-13
0.0,32.3,79.0,1.730336e-13
0.0,32.3,80.0,1.388091e-13
0.0,32.3,81.0,1.705465e-13
0.0,32.3,82.0,2.163117e-13
0.0,32.3,83.0,1.783791e-13
0.0,32.3,84.0,1.750971e-13
0.0,32.3,85.0,1.482192e-13
0.0,32.3,86.0,1.44978e-13
0.0,32.3,87.0,1.527508e-13
0.0,32.3,88.0,1.469601e-13
0.0,32.3,89.0,2.327644e-13
0.0,32.3,90.0,1.734932e-13
0.0,32.3,91.0,1.615744e-13
0.0,32.3,92.0,1.910879e-13
0.0,32.3,93.0,1.701443e-13
0.0,32.3,94.0,1.469936e-13
0.0,32.3,95.0,1.661346e-13
0.0,32.3,96.0,2.301073e-13
0.0,32.3,97.0,1.444226e-13
0.0,32.3,98.0,1.590752e-13
0.0,32.3,99.0,1.767082e-13
5.199,32.345,0.0,1.259794e-09
5.199,32.345,1.0,1.937654e-09
5.199,32.345,2.0,7.222237e-10
5.199,32.345,3.0,1.062734e-09
5.199,32.345,4.0,1.625002e-07
5.199,32.345,5.0,5.895506e-11
5.199,32.345,6.0,1.619263e-12
5.199,32.345,7.0,5.22566e-13
5.199,32.345,8.0,8.714576e-13
5.199,32.345,9.0,4.222814e-13
5.199,32.345,10.0,3.670414e-13
5.199,32.345,11.0,3.761476e-13
5.199,32.345,12.0,4.586938e-13
5.199,32.345,13.0,1.400997e-12
5.199,32.345,14.0,1.096744e-10
5.199,32.345,15.0,3.759799e-12
5.199,32.345,16.0,1.988253e-10
5.199,32.345,17.0,3.216311e-10
5.199,32.345,18.0,1.313775e-09
5.199,32.345,19.0,4.241247e-12
5.199,32.345,20.0,3.377506e-12
5.199,32.345,21.0,3.91413e-13
5.199,32.345,22.0,3.329557e-13
5.199,32.345,23.0,4.292451e-13
5.199,32.345,24.0,3.313566e-13
5.199,32.345,25.0,4.800829e-13
5.199,32.345,26.0,1.284391e-12
5.199,32.345,27.0,1.468813e-11
5.199,32.345,28.0,1.591028e-09
5.199,32.345,29.0,1.133461e-11
5.199,32.345,30.0,4.525634e-12
5.199,32.345,31.0,1.493358e-11
5.199,32.345,32.0,1.298023e-09
5.199,32.345,33.0,2.771388e-12
5.199,32.345,34.0,6.535491e-12
5.199,32.345,35.0,3.680899e-12
5.199,32.345,36.0,4.792881e-12
5.199,32.345,37.0,1.389384e-12
5.199,32.345,38.0,1.666685e-12
5.199,32.345,39.0,5.14241e-13
5.199,32.345,40.0,1.71483e-11
5.199,32.345,41.0,2.773687e-13
5.199,32.345,42.0,2.447551e-13
5.199,32.345,43.0,2.582515e-13
5.199,32.345,44.0,2.903456e-12
5.199,32.345,45.0,2.489251e-13
5.199,32.345,46.0,1.751785e-13
5.199,32.345,47.0,1.485041e-13
5.199,32.345,48.0,3.26227e-13
5.199,32.345,49.0,1.914493e-13
5.199,32.345,50.0,2.045628e-13
5.199,32.345,51.0,1.815533e-13
