time,temp,m/z,abundance
0.0,38.661,2.0,7.4506e-12
0.0,38.661,4.0,6.8272e-13
0.0,38.661,6.0,3.37064e-13
0.0,38.661,12.0,6.19529e-13
0.0,38.661,13.0,8.56311e-13
0.0,38.661,14.0,6.93712e-12
0.0,38.661,15.0,2.48174e-11
0.0,38.661,16.0,8.07938e-09
0.0,38.661,17.0,1.224e-11
0.0,38.661,18.0,4.35102e-11
0.0,38.661,19.0,5.61117e-12
0.0,38.661,20.0,3.98361e-13
0.0,38.661,22.0,2.37146e-13
0.0,38.661,23.0,1.80544e-13
0.0,38.661,24.0,1.6471e-13
0.0,38.661,25.0,2.58036e-13
0.0,38.661,26.0,1.56823e-13
0.0,38.661,27.0,2.38572e-13
0.0,38.661,28.0,6.7549e-11
0.0,38.661,29.0,1.28351e-12
0.0,38.661,30.0,7.00497e-12
0.0,38.661,31.0,1.62472e-10
0.0,38.661,32.0,8.49522e-08
0.0,38.661,33.0,8.18455e-11
0.0,38.661,34.0,3.35595e-10
0.0,38.661,35.0,3.60546e-13
0.0,38.661,36.0,5.04579e-13
0.0,38.661,37.0,1.34579e-13
0.0,38.661,38.0,1.52745e-13
0.0,38.661,39.0,1.56267e-13
0.0,38.661,40.0,8.74208e-13
0.0,38.661,41.0,1.57565e-13
0.0,38.661,42.0,1.9201e-13
0.0,38.661,43.0,1.8382e-13
0.0,38.661,44.0,1.458e-12
0.0,38.661,45.0,1.86004e-13
0.0,38.661,46.0,2.30972e-13
0.0,38.661,47.0,1.48296e-13
0.0,38.661,49.0,2.10952e-13
0.0,38.661,50.0,1.69614e-13
0.0,38.661,51.0,1.46443e-13
0.0,38.661,52.0,1.55341e-13
0.0,38.661,53.0,1.5379e-13
0.0,38.661,56.0,1.53244e-13
0.0,38.661,57.0,1.97234e-13
0.0,38.661,58.0,1.69985e-13
0.0,38.661,59.0,1.85556e-13
0.0,38.661,63.0,1.67946e-13
0.0,38.661,64.0,1.8473e-13
0.0,38.661,65.0,1.59604e-13
0.0,38.661,66.0,1.21418e-13
0.0,38.661,67.0,1.25398e-13
0.0,38.661,70.0,1.35226e-13
0.0,38.661,72.0,1.44508e-13
0.0,38.661,74.0,1.96122e-13
0.0,38.661,82.0,1.85371e-13
0.0,38.661,83.0,1.6776e-13
0.0,38.661,86.0,1.85556e-13
0.0,38.661,91.0,1.48876e-13
0.0,38.661,94.0,1.82961e-13
5.589,38.672,2.0,7.56071e-12
5.589,38.672,4.0,8.43992e-13
5.589,38.672,6.0,4.33524e-13
5.589,38.672,12.0,4.86122e-13
5.589,38.672,13.0,8.35927e-13
5.589,38.672,14.0,7.34067e-12
5.589,38.672,15.0,2.48693e-11
5.589,38.672,16.0,8.09068e-09
5.589,38.672,17.0,1.29648e-11
5.589,38.672,18.0,4.42721e-11
5.589,38.672,19.0,5.60653e-12
5.589,38.672,20.0,4.004e-13
5.589,38.672,22.0,2.03722e-13
5.589,38.672,23.0,2.31157e-13
5.589,38.672,24.0,1.8837e-13
5.589,38.672,25.0,2.21312e-13
5.589,38.672,26.0,1.87642e-13
5.589,38.672,27.0,2.48396e-13
5.589,38.672,28.0,6.7588e-11
5.589,38.672,29.0,1.29945e-12
5.589,38.672,30.0,6.32132e-12
5.589,38.672,31.0,1.64127e-10
5.589,38.672,32.0,8.49405e-08
5.589,38.672,33.0,8.27309e-11
5.589,38.672,34.0,3.34483e-10
5.589,38.672,35.0,3.95581e-13
5.589,38.672,36.0,6.39158e-13
5.589,38.672,37.0,1.90005e-13
5.589,38.672,38.0,2.13362e-13
5.589,38.672,39.0,1.79995e-13
5.589,38.672,40.0,6.90691e-13
5.589,38.672,41.0,1.7836e-13
5.589,38.672,42.0,1.79816e-13
5.589,38.672,43.0,1.82405e-13
5.589,38.672,44.0,1.27368e-12
5.589,38.672,45.0,2.07615e-13
5.589,38.672,46.0,2.63597e-13
5.589,38.672,47.0,1.95566e-13
5.589,38.672,49.0,1.7777e-13
5.589,38.672,50.0,1.92785e-13
5.589,38.672,51.0,1.86483e-13
5.589,38.672,52.0,1.48512e-13
5.589,38.672,53.0,1.96122e-13
5.589,38.672,56.0,1.51606e-13
5.589,38.672,57.0,1.7563e-13
5.589,38.672,58.0,1.16116e-13
5.589,38.672,59.0,1.6498e-13
5.589,38.672,63.0,1.92229e-13
5.589,38.672,64.0,1.86483e-13
5.589,38.672,65.0,2.16327e-13
5.589,38.672,66.0,1.73136e-13
5.589,38.672,67.0,2.14474e-13
5.589,38.672,70.0,1.76287e-13
5.589,38.672,72.0,1.60716e-13
5.589,38.672,74.0,1.7258e-13
5.589,38.672,82.0,1.83331e-13
5.589,38.672,83.0,1.28276e-13
5.589,38.672,86.0,1.84258e-13
5.589,38.672,91.0,1.36989e-13
5.589,38.672,94.0,1.86004e-13
11.168,38.684,2.0,7.89252e-12
11.168,38.684,4.0,8.3287e-13
11.168,38.684,6.0,3.8129e-13
11.168,38.684,12.0,5.92775e-13
11.168,38.684,13.0,9.82093e-13
11.168,38.684,14.0,6.74638e-12
11.168,38.684,15.0,2.54884e-11
11.168,38.684,16.0,8.09587e-09
11.168,38.684,17.0,1.31372e-11
11.168,38.684,18.0,4.4133e-11
11.168,38.684,19.0,5.83565e-12
11.168,38.684,20.0,4.37104e-13
11.168,38.684,22.0,1.77814e-13
11.168,38.684,23.0,1.77585e-13
11.168,38.684,24.0,1.85741e-13
11.168,38.684,25.0,1.76473e-13
11.168,38.684,26.0,1.85458e-13
11.168,38.684,27.0,2.36533e-13
11.168,38.684,28.0,6.54803e-11
11.168,38.684,29.0,1.13632e-12
11.168,38.684,30.0,7.12639e-12
11.168,38.684,31.0,1.63664e-10
11.168,38.684,32.0,8.48942e-08
11.168,38.684,33.0,8.30103e-11
11.168,38.684,34.0,3.33151e-10
11.168,38.684,35.0,3.96578e-13
11.168,38.684,36.0,4.98832e-13
11.168,38.684,37.0,1.94824e-13
11.168,38.684,38.0,1.6107e-13
11.168,38.684,39.0,2.33938e-13
11.168,38.684,40.0,9.14062e-13
11.168,38.684,41.0,1.47056e-13
11.168,38.684,42.0,1.71444e-13
11.168,38.684,43.0,1.56702e-13
11.168,38.684,44.0,1.24087e-12
11.168,38.684,45.0,2.2745e-13
11.168,38.684,46.0,1.46443e-13
11.168,38.684,47.0,2.08208e-13
11.168,38.684,49.0,2.15401e-13
11.168,38.684,50.0,1.44872e-13
11.168,38.684,51.0,1.69078e-13
11.168,38.684,52.0,1.78512e-13
11.168,38.684,53.0,1.48482e-13
11.168,38.684,56.0,1.30686e-13
11.168,38.684,57.0,1.54599e-13
11.168,38.684,58.0,2.1744e-13
11.168,38.684,59.0,1.94454e-13
11.168,38.684,63.0,2.38943e-13
11.168,38.684,64.0,2.11322e-13
11.168,38.684,65.0,1.44872e-13
11.168,38.684,66.0,1.8473e-13
11.168,38.684,67.0,1.70352e-13
11.168,38.684,70.0,1.14114e-13
11.168,38.684,72.0,1.72024e-13
11.168,38.684,74.0,1.85556e-13
11.168,38.684,82.0,1.61087e-13
11.168,38.684,83.0,1.76844e-13
11.168,38.684,86.0,1.27036e-13
11.168,38.684,91.0,1.5497e-13
11.168,38.684,94.0,1.8382e-13
16.757,38.701,2.0,7.3581e-12
16.757,38.701,4.0,7.47599e-13
16.757,38.701,6.0,2.92838e-13
16.757,38.701,12.0,5.81491e-13
16.757,38.701,13.0,9.58413e-13
16.757,38.701,14.0,7.20925e-12
16.757,38.701,15.0,2.50602e-11
16.757,38.701,16.0,8.08457e-09
16.757,38.701,17.0,1.32985e-11
16.757,38.701,18.0,4.39087e-11
16.757,38.701,19.0,5.53498e-12
16.757,38.701,20.0,4.1223e-13
16.757,38.701,22.0,2.43516e-13
16.757,38.701,23.0,1.64053e-13
16.757,38.701,24.0,1.89078e-13
16.757,38.701,25.0,1.62014e-13
16.757,38.701,26.0,2.11322e-13
16.757,38.701,27.0,2.19664e-13
16.757,38.701,28.0,6.62051e-11
16.757,38.701,29.0,1.09109e-12
16.757,38.701,30.0,6.92118e-12
16.757,38.701,31.0,1.64405e-10
16.757,38.701,32.0,8.48976e-08
16.757,38.701,33.0,8.47393e-11
16.757,38.701,34.0,3.35298e-10
16.757,38.701,35.0,4.92159e-13
16.757,38.701,36.0,4.70841e-13
16.757,38.701,37.0,1.92971e-13
16.757,38.701,38.0,1.89449e-13
16.757,38.701,39.0,1.79816e-13
16.757,38.701,40.0,9.57068e-13
16.757,38.701,41.0,1.79634e-13
16.757,38.701,42.0,1.46628e-13
16.757,38.701,43.0,1.39955e-13
16.757,38.701,44.0,1.03177e-12
16.757,38.701,45.0,1.70912e-13
