time,temp,m/z,abundance
0.0,38.084,2.0,6.05124e-12
0.0,38.084,4.0,5.58522e-13
0.0,38.084,6.0,2.38238e-13
0.0,38.084,12.0,2.5753e-13
0.0,38.084,13.0,3.19956e-13
0.0,38.084,14.0,1.54061e-12
0.0,38.084,15.0,5.21448e-12
0.0,38.084,16.0,7.75961e-10
0.0,38.084,17.0,8.76432e-12
0.0,38.084,18.0,3.01246e-11
0.0,38.084,19.0,1.08053e-12
0.0,38.084,20.0,2.31528e-13
0.0,38.084,22.0,2.36782e-13
0.0,38.084,23.0,2.09664e-13
0.0,38.084,24.0,1.89098e-13
0.0,38.084,25.0,2.1744e-13
0.0,38.084,26.0,1.39399e-13
0.0,38.084,27.0,3.41823e-13
0.0,38.084,28.0,8.52704e-12
0.0,38.084,29.0,6.38416e-13
0.0,38.084,30.0,5.10177e-12
0.0,38.084,31.0,3.24761e-11
0.0,38.084,32.0,1.07781e-08
0.0,38.084,33.0,9.21649e-12
0.0,38.084,34.0,2.91109e-11
0.0,38.084,35.0,2.00386e-13
0.0,38.084,36.0,2.27635e-13
0.0,38.084,37.0,1.7777e-13
0.0,38.084,38.0,1.79253e-13
0.0,38.084,39.0,1.44404e-13
0.0,38.084,40.0,2.73607e-13
0.0,38.084,42.0,1.90561e-13
0.0,38.084,43.0,2.2659e-13
0.0,38.084,44.0,8.13905e-13
0.0,38.084,45.0,2.20038e-13
0.0,38.084,46.0,1.80551e-13
0.0,38.084,48.0,1.47184e-13
0.0,38.084,49.0,1.95195e-13
0.0,38.084,50.0,1.4737e-13
0.0,38.084,51.0,1.42179e-13
0.0,38.084,52.0,1.53487e-13
0.0,38.084,53.0,2.05478e-13
0.0,38.084,56.0,1.49604e-13
0.0,38.084,57.0,1.60342e-13
0.0,38.084,58.0,2.0743e-13
0.0,38.084,59.0,1.95381e-13
0.0,38.084,63.0,1.87966e-13
0.0,38.084,64.0,1.62199e-13
0.0,38.084,65.0,1.70534e-13
0.0,38.084,66.0,1.57936e-13
0.0,38.084,67.0,1.71097e-13
0.0,38.084,70.0,1.59233e-13
0.0,38.084,72.0,1.78542e-13
0.0,38.084,74.0,1.63497e-13
0.0,38.084,82.0,1.84814e-13
0.0,38.084,83.0,1.93156e-13
0.0,38.084,86.0,1.82405e-13
0.0,38.084,91.0,1.69058e-13
0.0,38.084,94.0,1.18846e-13
5.509,38.09,2.0,5.76688e-12
5.509,38.09,4.0,6.07459e-13
5.509,38.09,6.0,2.17672e-13
5.509,38.09,12.0,2.2295e-13
5.509,38.09,13.0,3.5399e-13
5.509,38.09,14.0,1.57417e-12
5.509,38.09,15.0,5.62729e-12
5.509,38.09,16.0,7.76462e-10
5.509,38.09,17.0,8.21377e-12
5.509,38.09,18.0,3.02043e-11
5.509,38.09,19.0,8.60861e-13
5.509,38.09,20.0,2.84544e-13
5.509,38.09,22.0,1.33224e-13
5.509,38.09,23.0,1.61798e-13
5.509,38.09,24.0,1.5106e-13
5.509,38.09,25.0,1.83331e-13
5.509,38.09,26.0,1.99088e-13
5.509,38.09,27.0,2.34308e-13
5.509,38.09,28.0,9.44834e-12
5.509,38.09,29.0,5.49253e-13
5.509,38.09,30.0,5.26082e-12
5.509,38.09,31.0,3.28829e-11
5.509,38.09,32.0,1.07941e-08
5.509,38.09,33.0,9.08686e-12
5.509,38.09,34.0,2.95368e-11
5.509,38.09,35.0,2.05114e-13
5.509,38.09,36.0,1.97652e-13
5.509,38.09,37.0,1.82405e-13
5.509,38.09,38.0,1.49223e-13
5.509,38.09,39.0,1.52516e-13
5.509,38.09,40.0,2.51733e-13
5.509,38.09,42.0,1.85371e-13
5.509,38.09,43.0,1.94083e-13
5.509,38.09,44.0,7.78556e-13
5.509,38.09,45.0,2.05576e-13
5.509,38.09,46.0,1.59048e-13
5.509,38.09,48.0,1.86004e-13
5.509,38.09,49.0,1.68532e-13
5.509,38.09,50.0,1.64609e-13
5.509,38.09,51.0,1.79439e-13
5.509,38.09,52.0,1.3773e-13
5.509,38.09,53.0,2.0475e-13
5.509,38.09,56.0,1.94454e-13
5.509,38.09,57.0,1.69429e-13
5.509,38.09,58.0,1.40326e-13
5.509,38.09,59.0,1.94454e-13
5.509,38.09,63.0,1.82219e-13
5.509,38.09,64.0,1.77585e-13
5.509,38.09,65.0,1.45701e-13
5.509,38.09,66.0,1.67986e-13
5.509,38.09,67.0,1.64609e-13
5.509,38.09,70.0,1.74902e-13
5.509,38.09,72.0,1.46396e-13
5.509,38.09,74.0,1.71097e-13
5.509,38.09,82.0,2.09469e-13
5.509,38.09,83.0,1.53672e-13
5.509,38.09,86.0,1.86668e-13
5.509,38.09,91.0,1.81663e-13
5.509,38.09,94.0,1.82775e-13
11.008,38.097,2.0,6.11296e-12
11.008,38.097,4.0,5.73536e-13
11.008,38.097,6.0,2.50432e-13
11.008,38.097,12.0,2.01292e-13
11.008,38.097,13.0,3.34038e-13
11.008,38.097,14.0,1.61532e-12
11.008,38.097,15.0,6.16209e-12
11.008,38.097,16.0,7.80336e-10
11.008,38.097,17.0,8.31195e-12
11.008,38.097,18.0,2.99318e-11
11.008,38.097,19.0,9.43722e-13
11.008,38.097,20.0,2.7509e-13
11.008,38.097,22.0,1.9383e-13
11.008,38.097,23.0,1.62708e-13
11.008,38.097,24.0,1.8018e-13
11.008,38.097,25.0,1.59419e-13
11.008,38.097,26.0,1.82775e-13
11.008,38.097,27.0,3.10681e-13
11.008,38.097,28.0,9.30783e-12
11.008,38.097,29.0,4.1523e-13
11.008,38.097,30.0,5.22068e-12
11.008,38.097,31.0,3.27418e-11
11.008,38.097,32.0,1.07608e-08
11.008,38.097,33.0,9.17584e-12
11.008,38.097,34.0,2.94239e-11
11.008,38.097,35.0,2.22259e-13
11.008,38.097,36.0,2.44504e-13
11.008,38.097,37.0,1.65907e-13
11.008,38.097,38.0,2.14288e-13
11.008,38.097,39.0,2.02239e-13
11.008,38.097,40.0,3.33296e-13
11.008,38.097,42.0,1.71444e-13
11.008,38.097,43.0,2.01292e-13
11.008,38.097,44.0,7.89308e-13
11.008,38.097,45.0,1.67575e-13
11.008,38.097,46.0,1.77029e-13
11.008,38.097,48.0,2.31528e-13
11.008,38.097,49.0,1.68316e-13
11.008,38.097,50.0,1.48667e-13
11.008,38.097,51.0,1.59048e-13
11.008,38.097,52.0,1.59796e-13
11.008,38.097,53.0,1.66894e-13
11.008,38.097,56.0,1.64164e-13
11.008,38.097,57.0,1.77956e-13
11.008,38.097,58.0,1.47555e-13
11.008,38.097,59.0,1.75546e-13
11.008,38.097,63.0,1.86854e-13
11.008,38.097,64.0,2.21889e-13
11.008,38.097,65.0,1.46813e-13
11.008,38.097,66.0,1.71097e-13
11.008,38.097,67.0,1.82961e-13
11.008,38.097,70.0,1.15671e-13
11.008,38.097,72.0,1.81454e-13
11.008,38.097,74.0,1.6016e-13
11.008,38.097,82.0,1.40322e-13
11.008,38.097,83.0,1.88707e-13
11.008,38.097,86.0,1.51633e-13
11.008,38.097,91.0,1.95937e-13
11.008,38.097,94.0,1.74248e-13
16.517,38.107,2.0,5.81378e-12
16.517,38.107,4.0,6.39528e-13
16.517,38.107,6.0,1.87824e-13
16.517,38.107,12.0,2.45336e-13
16.517,38.107,13.0,2.70826e-13
16.517,38.107,14.0,1.04327e-12
16.517,38.107,15.0,5.4955e-12
16.517,38.107,16.0,7.73088e-10
16.517,38.107,17.0,8.99418e-12
16.517,38.107,18.0,3.02599e-11
16.517,38.107,19.0,1.20732e-12
16.517,38.107,20.0,2.69529e-13
16.517,38.107,22.0,1.84629e-13
16.517,38.107,23.0,1.86854e-13
16.517,38.107,24.0,1.69799e-13
16.517,38.107,25.0,1.7017e-13
16.517,38.107,26.0,1.56638e-13
16.517,38.107,27.0,2.8751e-13
16.517,38.107,28.0,8.96081e-12
16.517,38.107,29.0,3.60542e-13
16.517,38.107,30.0,4.93994e-12
16.517,38.107,31.0,3.21636e-11
16.517,38.107,32.0,1.07552e-08
16.517,38.107,33.0,9.79684e-12
16.517,38.107,34.0,2.85434e-11
16.517,38.107,35.0,1.8655e-13
16.517,38.107,36.0,1.90736e-13
16.517,38.107,37.0,1.85094e-13
16.517,38.107,38.0,1.96307e-13
16.517,38.107,39.0,1.26854e-13
16.517,38.107,40.0,2.72865e-13
16.517,38.107,42.0,1.91117e-13
16.517,38.107,43.0,1.67204e-13
16.517,38.107,44.0,7.56868e-13
16.517,38.107,45.0,1.58863e-13
16.517,38.107,46.0,1.61087e-13
16.517,38.107,48.0,1.59614e-13
16.517,38.107,49.0,1.77996e-13
16.517,38.107,50.0,1.67622e-13
16.517,38.107,51.0,1.68168e-13
16.517,38.107,52.0,1.66092e-13
16.517,38.107,53.0,1.83092e-13
16.517,38.107,56.0,1.45887e-13
16.517,38.107,57.0,1.3741e-13
16.517,38.107,58.0,1.3832e-13
16.517,38.107,59.0,1.61798e-13
16.517,38.107,63.0,1.49058e-13
16.517,38.107,64.0,1.48482e-13
16.517,38.107,65.0,1.81107e-13
16.517,38.107,66.0,2.30786e-13
16.517,38.107,67.0,1.76287e-13
16.517,38.107,70.0,1.59068e-13
16.517,38.107,72.0,1.93898e-13
16.517,38.107,74.0,1.3013e-13
16.517,38.107,82.0,1.8928e-13
16.517,38.107,83.0,1.48148e-13
16.517,38.107,86.0,1.7017e-13
16.517,38.107,91.0,1.44404e-13
16.517,38.107,94.0,1.55526e-13
22.025,38.12,2.0,5.43506e-12
22.025,38.12,4.0,9.12394e-13
22.025,38.12,6.0,2.25862e-13
22.025,38.12,12.0,3.27054e-13
22.025,38.12,13.0,3.73522e-13
22.025,38.12,14.0,1.62144e-12
