time,temp,m/z,abundance
0.0,29.817,0.0,6.365063e-09
0.0,29.817,1.0,9.848806e-09
0.0,29.817,2.0,3.926829e-09
0.0,29.817,3.0,6.579597e-09
0.0,29.817,4.0,4.990173e-07
0.0,29.817,5.0,5.989179e-10
0.0,29.817,6.0,7.223124e-12
0.0,29.817,7.0,8.065601e-13
0.0,29.817,8.0,3.34471e-12
0.0,29.817,9.0,3.740266e-13
0.0,29.817,10.0,4.499731e-13
0.0,29.817,11.0,4.304228e-13
0.0,29.817,12.0,1.005147e-12
0.0,29.817,13.0,2.343396e-12
0.0,29.817,14.0,1.660826e-10
0.0,29.817,15.0,5.098069e-12
0.0,29.817,16.0,1.498788e-10
0.0,29.817,17.0,7.473184e-10
0.0,29.817,18.0,3.126069e-09
0.0,29.817,19.0,9.205478e-12
0.0,29.817,20.0,6.807072e-12
0.0,29.817,21.0,4.731334e-13
0.0,29.817,22.0,6.639982e-13
0.0,29.817,23.0,5.414508e-13
0.0,29.817,24.0,4.580077e-13
0.0,29.817,25.0,1.188325e-12
0.0,29.817,26.0,3.840424e-12
0.0,29.817,27.0,3.978554e-11
0.0,29.817,28.0,2.949669e-09
0.0,29.817,29.0,2.432237e-11
0.0,29.817,30.0,4.78905e-12
0.0,29.817,31.0,1.600556e-11
0.0,29.817,32.0,1.099958e-09
0.0,29.817,33.0,3.556539e-12
0.0,29.817,34.0,6.658534e-12
0.0,29.817,35.0,3.296929e-12
0.0,29.817,36.0,6.465495e-12
0.0,29.817,37.0,1.053931e-12
0.0,29.817,38.0,2.317662e-12
0.0,29.817,39.0,1.122872e-12
0.0,29.817,40.0,3.484635e-11
0.0,29.817,41.0,3.640921e-13
0.0,29.817,42.0,2.713649e-13
0.0,29.817,43.0,5.834605e-13
0.0,29.817,44.0,1.2016e-11
0.0,29.817,45.0,5.391643e-13
0.0,29.817,46.0,2.406617e-13
0.0,29.817,47.0,3.375375e-13
0.0,29.817,48.0,9.392931e-13
0.0,29.817,49.0,2.413008e-13
0.0,29.817,50.0,2.476278e-13
0.0,29.817,51.0,3.080979e-13
0.0,29.817,52.0,2.094079e-13
0.0,29.817,53.0,2.697347e-13
0.0,29.817,54.0,2.607651e-13
0.0,29.817,55.0,2.355653e-13
0.0,29.817,56.0,2.080769e-13
0.0,29.817,57.0,1.810434e-13
0.0,29.817,58.0,2.172453e-13
0.0,29.817,59.0,2.145187e-13
0.0,29.817,60.0,2.549122e-13
0.0,29.817,61.0,2.047902e-13
0.0,29.817,62.0,2.060039e-13
0.0,29.817,63.0,1.943603e-13
0.0,29.817,64.0,1.299116e-12
0.0,29.817,65.0,2.351439e-13
0.0,29.817,66.0,2.670752e-13
0.0,29.817,67.0,2.353139e-13
0.0,29.817,68.0,2.472184e-13
0.0,29.817,69.0,1.612991e-13
0.0,29.817,70.0,2.279121e-13
0.0,29.817,71.0,2.13621e-13
0.0,29.817,72.0,2.82015e-13
0.0,29.817,73.0,1.938408e-13
0.0,29.817,74.0,2.208552e-13
0.0,29.817,75.0,2.129986e-13
0.0,29.817,76.0,1.970246e-13
0.0,29.817,77.0,1.903937e-13
0.0,29.817,78.0,2.354431e-13
0.0,29.817,79.0,1.901328e-13
0.0,29.817,80.0,2.380069e-13
0.0,29.817,81.0,2.15931e-13
0.0,29.817,82.0,2.588452e-13
0.0,29.817,83.0,2.763105e-13
0.0,29.817,84.0,2.651481e-13
0.0,29.817,85.0,2.249271e-13
0.0,29.817,86.0,2.128622e-13
0.0,29.817,87.0,2.505434e-13
0.0,29.817,88.0,3.070808e-13
0.0,29.817,89.0,2.369153e-13
0.0,29.817,90.0,3.141235e-13
0.0,29.817,91.0,2.105234e-13
0.0,29.817,92.0,2.159095e-13
0.0,29.817,93.0,2.376718e-13
0.0,29.817,94.0,1.972017e-13
0.0,29.817,95.0,2.246781e-13
0.0,29.817,96.0,3.045769e-13
0.0,29.817,97.0,2.301144e-13
0.0,29.817,98.0,1.993479e-13
0.0,29.817,99.0,2.466056e-13
5.219,29.849,0.0,6.357139e-09
5.219,29.849,1.0,9.883277e-09
5.219,29.849,2.0,3.889006e-09
5.219,29.849,3.0,6.629102e-09
5.219,29.849,4.0,4.991657e-07
5.219,29.849,5.0,5.962676e-10
5.219,29.849,6.0,6.901306e-12
5.219,29.849,7.0,7.994369e-13
5.219,29.849,8.0,3.544882e-12
5.219,29.849,9.0,4.61153e-13
5.219,29.849,10.0,4.935145e-13
5.219,29.849,11.0,4.572211e-13
5.219,29.849,12.0,7.375834e-13
5.219,29.849,13.0,2.512759e-12
5.219,29.849,14.0,1.702574e-10
5.219,29.849,15.0,4.924779e-12
