time,temp,m/z,abundance
0.0,38.473,2.0,4.9366e-12
0.0,38.473,4.0,1.27702e-12
0.0,38.473,6.0,1.3741e-13
0.0,38.473,12.0,3.41978e-13
0.0,38.473,13.0,3.19774e-13
0.0,38.473,14.0,1.56119e-12
0.0,38.473,15.0,5.99043e-12
0.0,38.473,16.0,1.01008e-09
0.0,38.473,17.0,7.9878e-12
0.0,38.473,18.0,2.54254e-11
0.0,38.473,19.0,2.24688e-12
0.0,38.473,20.0,2.68231e-13
0.0,38.473,22.0,1.41232e-13
0.0,38.473,23.0,1.83331e-13
0.0,38.473,24.0,1.31984e-13
0.0,38.473,25.0,1.62385e-13
0.0,38.473,26.0,1.35044e-13
0.0,38.473,27.0,2.39313e-13
0.0,38.473,28.0,1.14429e-11
0.0,38.473,29.0,4.09298e-13
0.0,38.473,30.0,3.88073e-12
0.0,38.473,31.0,3.14611e-11
0.0,38.473,32.0,1.39532e-08
0.0,38.473,33.0,1.13373e-11
0.0,38.473,34.0,4.42924e-11
0.0,38.473,35.0,8.66321e-14
0.0,38.473,36.0,1.3773e-13
0.0,38.473,37.0,1.12149e-13
0.0,38.473,38.0,1.34023e-13
0.0,38.473,39.0,1.29766e-13
0.0,38.473,40.0,2.06388e-13
0.0,38.473,42.0,1.66894e-13
0.0,38.473,43.0,1.73507e-13
0.0,38.473,44.0,1.53227e-12
0.0,38.473,45.0,1.33096e-13
0.0,38.473,46.0,1.56082e-13
0.0,38.473,48.0,1.03376e-13
0.0,38.473,49.0,1.27906e-13
0.0,38.473,50.0,1.28856e-13
0.0,38.473,51.0,1.93284e-13
0.0,38.473,52.0,1.65984e-13
0.0,38.473,53.0,1.57066e-13
0.0,38.473,56.0,1.77086e-13
0.0,38.473,57.0,1.69429e-13
0.0,38.473,58.0,1.16783e-13
0.0,38.473,59.0,1.55711e-13
0.0,38.473,63.0,1.11964e-13
0.0,38.473,64.0,1.42365e-13
0.0,38.473,65.0,1.28276e-13
0.0,38.473,66.0,1.51077e-13
0.0,38.473,67.0,1.59789e-13
0.0,38.473,70.0,1.55246e-13
0.0,38.473,72.0,1.74538e-13
0.0,38.473,74.0,1.51788e-13
0.0,38.473,82.0,1.7017e-13
0.0,38.473,83.0,1.40882e-13
0.0,38.473,86.0,1.61458e-13
