time,temp,m/z,abundance
0.0,29.987,0.0,1.223785e-10
0.0,29.987,1.0,1.918545e-10
0.0,29.987,2.0,5.30629e-11
0.0,29.987,3.0,1.191468e-10
0.0,29.987,4.0,1.185783e-07
0.0,29.987,5.0,4.05515e-12
0.0,29.987,6.0,7.593982e-13
0.0,29.987,7.0,5.36288e-13
0.0,29.987,8.0,5.592078e-13
0.0,29.987,9.0,3.393903e-13
0.0,29.987,10.0,3.649947e-13
0.0,29.987,11.0,3.033153e-13
0.0,29.987,12.0,8.425177e-13
0.0,29.987,13.0,3.745111e-13
0.0,29.987,14.0,4.106503e-11
0.0,29.987,15.0,6.801673e-13
0.0,29.987,16.0,3.604135e-11
0.0,29.987,17.0,3.746017e-11
0.0,29.987,18.0,1.445788e-10
0.0,29.987,19.0,1.533252e-12
0.0,29.987,20.0,9.668e-13
0.0,29.987,21.0,2.460909e-13
0.0,29.987,22.0,3.144155e-13
0.0,29.987,23.0,4.325756e-13
0.0,29.987,24.0,2.190717e-13
0.0,29.987,25.0,3.304446e-13
0.0,29.987,26.0,4.227865e-13
0.0,29.987,27.0,1.491013e-12
0.0,29.987,28.0,4.560997e-10
0.0,29.987,29.0,3.918032e-12
0.0,29.987,30.0,8.487775e-13
0.0,29.987,31.0,7.533363e-13
0.0,29.987,32.0,2.203387e-10
0.0,29.987,33.0,4.645227e-13
0.0,29.987,34.0,1.342513e-12
0.0,29.987,35.0,2.002778e-12
0.0,29.987,36.0,3.02851e-12
0.0,29.987,37.0,5.667619e-13
0.0,29.987,38.0,1.234728e-12
0.0,29.987,39.0,3.426292e-13
0.0,29.987,40.0,4.689204e-12
0.0,29.987,41.0,2.887896e-13
0.0,29.987,42.0,2.052067e-13
0.0,29.987,43.0,2.688083e-13
0.0,29.987,44.0,3.093933e-12
0.0,29.987,45.0,3.082251e-13
0.0,29.987,46.0,2.570283e-13
0.0,29.987,47.0,2.335568e-13
0.0,29.987,48.0,3.471416e-13
0.0,29.987,49.0,2.249653e-13
0.0,29.987,50.0,1.985925e-13
0.0,29.987,51.0,2.441974e-13
