time,temp,m/z,abundance
0.0,38.53,2.0,5.61932e-12
0.0,38.53,4.0,8.09513e-13
0.0,38.53,6.0,3.39248e-13
0.0,38.53,12.0,6.17527e-13
0.0,38.53,13.0,7.89123e-13
0.0,38.53,14.0,7.98335e-12
0.0,38.53,15.0,2.27172e-11
0.0,38.53,16.0,1.10183e-08
0.0,38.53,17.0,2.32578e-11
0.0,38.53,18.0,8.57585e-11
0.0,38.53,19.0,4.7118e-12
0.0,38.53,20.0,4.61734e-13
0.0,38.53,22.0,2.51548e-13
0.0,38.53,23.0,2.03722e-13
0.0,38.53,24.0,1.74063e-13
0.0,38.53,25.0,1.75546e-13
0.0,38.53,26.0,2.09654e-13
0.0,38.53,27.0,2.65265e-13
0.0,38.53,28.0,8.92374e-11
0.0,38.53,29.0,1.12742e-12
0.0,38.53,30.0,7.47475e-12
0.0,38.53,31.0,1.4229e-10
0.0,38.53,32.0,1.17609e-07
0.0,38.53,33.0,9.9544e-11
0.0,38.53,34.0,4.54881e-10
0.0,38.53,35.0,4.48597e-13
0.0,38.53,36.0,7.22389e-13
0.0,38.53,37.0,1.97605e-13
0.0,38.53,38.0,1.86297e-13
0.0,38.53,39.0,1.84258e-13
0.0,38.53,40.0,1.19731e-12
0.0,38.53,41.0,2.00564e-13
0.0,38.53,42.0,1.6744e-13
0.0,38.53,43.0,1.71262e-13
0.0,38.53,44.0,2.61298e-12
0.0,38.53,45.0,2.17625e-13
0.0,38.53,46.0,2.5748e-13
0.0,38.53,47.0,1.56156e-13
0.0,38.53,49.0,2.2022e-13
0.0,38.53,50.0,2.06317e-13
0.0,38.53,51.0,1.74434e-13
0.0,38.53,52.0,1.50336e-13
0.0,38.53,53.0,1.91302e-13
0.0,38.53,56.0,1.72354e-13
0.0,38.53,57.0,1.58522e-13
0.0,38.53,58.0,1.65984e-13
0.0,38.53,59.0,1.7654e-13
0.0,38.53,63.0,2.37274e-13
0.0,38.53,64.0,3.20691e-13
0.0,38.53,65.0,1.90746e-13
0.0,38.53,66.0,2.03537e-13
0.0,38.53,67.0,1.50706e-13
0.0,38.53,70.0,1.63254e-13
0.0,38.53,72.0,2.12394e-13
0.0,38.53,74.0,1.5925e-13
0.0,38.53,82.0,1.58121e-13
0.0,38.53,83.0,1.38101e-13
0.0,38.53,86.0,2.05761e-13
0.0,38.53,91.0,1.93466e-13
0.0,38.53,94.0,2.00942e-13
5.628,38.542,2.0,5.8299e-12
5.628,38.542,4.0,8.16557e-13
